date,pOpen,pHigh,pLow,pClose,pVolume,pSma_w,pEma_w,pSma_3,pEma_3,pSma_7,pEma_7,pSma_15,pEma_15,pSma_10,pEma_10,pSma_30,pEma_30,pSma_60,pEma_60,pSma_90,pEma_90,pK,pD,pMacd,pSignal,sOpen,sHigh,sLow,sBuzz,sVolume,SumSentiment,AvgSentiment,sClose,sentiment,sSma_w,sEma_w,sSma_3,sEma_3,sSma_7,sEma_7,sSma_15,sEma_15,sSma_10,sEma_10,sSma_30,sEma_30,sSma_60,sEma_60,sSma_90,sEma_90,sK,sD,sMacd,sSignal,pMacd_Hist,sMacd_Hist,match
29-04-2016,51.83,52,50.11,50.52,11437400,52.17799,51.788147,51.8499641,51.48165,52.1714478,51.8776436,51.8193321,51.7770271,52.0670166,51.87297,51.3593369,51.428093,50.4623146,50.5160522,49.4541054,49.56975,12.9337568,61.681778,0.3111992,0.3868934,6,10,3,1,5,6,6,6,6,6,6.241135,6.33333349,6.36169338,6.285714,6.138533,5.9333334,6.0247345,5.7,6.0561223,6.2,6.091017,6.233333,6.199619,6.322222,6.22270727,55.5555573,57.00683,-0.03664112,-0.23269552,-0.0756942,0.1960544,false
28-04-2016,52.48,53.28,52.04,52.13,7795000,52.60199,52.42222,52.6466331,52.4433022,52.3957329,52.3301926,51.822,51.956604,52.1210136,52.17363,51.3880043,51.49072,50.36581,50.51592,49.4197769,49.5483971,62.6623878,77.93112,0.470394135,0.383040965,8,10,7,0,4,8,8,8,8,6.4,6.361703,6.33333349,6.723387,6,6.184711,5.866667,6.028268,5.5,6.068594,6.2,6.097294,6.2833333,6.20638561,6.322222,6.227712,77.77778,57.4905853,-0.03616476,-0.251972467,0.08735317,0.2158077,false
27-04-2016,52.03,53.13,52.01,52.9,8256600,52.50999,52.568325,52.74663,52.7566032,52.35288,52.3969231,51.682,51.9318352,52.0900154,52.1833267,51.36034,51.44663,50.2161446,50.4612045,49.36878,49.4903831,93.15478,83.0207,0.502811432,0.355938375,5,8,2,2,13,5,5,5,5,6,5.54255438,5.33333349,5.446774,5.428571,5.57961464,5.866667,5.746592,5.4,5.639393,6.1,5.96607256,6.2833333,6.145585,6.3,6.18788528,44.4444466,50.7281876,-0.238666534,-0.261598647,0.146873057,0.0229321122,false
26-04-2016,52.54,52.96,52.45,52.91,7600100,52.3479919,52.40249,52.65997,52.613205,52.1600227,52.22923,51.529995,51.7935257,51.992012,52.0240669,51.3180046,51.3463974,50.10298,50.3785324,49.31511,49.41376,94.6428452,79.64267,0.4584732,0.3207105,6,9,3,2,13,6,6,6,6,5.8,5.813832,6.33333349,5.893548,5.428571,5.77281952,5.9333334,5.853248,5.5,5.78148031,6.133333,6.032698,6.3166666,6.18441868,6.3,6.214579,55.5555573,52.8227654,-0.188206673,-0.2248276,0.1377627,0.03662093,true
25-04-2016,52.6,52.72,52.03,52.43,6941200,52.1319962,52.148735,52.24663,52.3164139,51.8957329,52.0023041,51.3406639,51.63403,51.7830124,51.8271942,51.29067,51.2385635,49.9768181,50.29272,49.2607765,49.3351936,80.3571548,74.64261,0.394195557,0.287503123,5,9,1,3,8,5,5,5,5,5.4,5.72074747,6.33333349,5.787096,5.142857,5.697093,5.866667,5.8322835,5.6,5.73292065,6.133333,6.034953,6.3166666,6.19067,6.288889,6.219401,44.4444466,51.9118347,-0.222882271,-0.197250471,0.106692433,-0.0256318,true
24-04-2016,0,0,0,0,0,0,52.0081024,0,52.20283,0,51.8597374,0,51.52032,0,51.6932373,0,51.156395,0,50.2202721,0,49.2656479,0,72.7377548,0.355293274,0.261437744,8,10,4,3,6,8,8,8,8,5.4,6.08112144,6,6.57419252,5.428571,5.929457,6.0666666,5.951181,5.9,5.895792,6.1,6.106329,6.35,6.231032,6.311111,6.24680328,77.77778,54.4009628,-0.162080765,-0.159182921,0.09385553,-0.00289784372,false
23-04-2016,0,0,0,0,0,0,52.0081024,0,52.20283,0,51.8597374,0,51.52032,0,51.6932373,0,51.156395,0,50.2202721,0,49.2656479,0,72.7377548,0.355293274,0.2396948,6,10,2,2,3,6,6,6,6,4.6,5.121682,4.66666651,5.148385,5.142857,5.23927641,5.66666651,5.65849257,5.6,5.42819,6.0666666,5.975731,6.33333349,6.17106676,6.27777767,6.20740557,55.5555573,46.60869,-0.387573242,-0.130905792,0.11559847,-0.256667435,false
22-04-2016,51.71,53.09,51.68,52.64,14029800,51.9559937,52.0081024,52.1333,52.20283,51.8085938,51.8597374,51.222,51.52032,51.6400146,51.6932373,51.28367,51.156395,49.8294868,50.2202721,49.19855,49.2656479,86.6071243,72.7377548,0.355293274,0.219528615,4,7,1,2,11,4,4,4,4,4.8,4.68252325,4.33333349,4.29677,5.285714,4.985702,5.866667,5.609706,5.8,5.301121,6.2,5.974057,6.33333349,6.17686558,6.3,6.212066,33.3333359,43.6264,-0.466109753,-0.09290976,0.135764658,-0.3732,false
21-04-2016,51.3,51.8,50.74,51.67,16728600,51.63999,51.6921539,51.8633,51.7656631,51.70573,51.59965,51.1046677,51.3603668,51.4320145,51.4828453,51.263,51.0540771,49.7443237,50.13825,49.140995,49.18982,69.03906,68.11463,0.279087067,0.192495555,4,7,1,8,39,4,4,4,4,5.2,5.02378464,4.33333349,4.59354,5.857143,5.31426954,6.0666666,5.839664,6,5.590259,6.266667,6.110199,6.4,6.25065756,6.311111,6.26177549,33.3333359,47.0574226,-0.35593462,-0.031748455,0.08659151,-0.324186176,false
20-04-2016,51.93,52.54,51.81,52.09,11216900,51.66999,51.70323,51.8233032,51.8613243,51.5843,51.5762024,51.0693359,51.3161354,51.268013,51.4412575,51.27233,51.0116,49.6918259,50.0863228,49.10655,49.1340866,83.98575,67.80649,0.2765274,0.163853109,5,9,1,10,41,5,5,5,5,5.8,5.535677,5.33333349,5.187081,6,5.75235939,6.4666667,6.10247326,6.1,5.94365,6.3,6.25573,6.4666667,6.326951,6.34444427,6.312602,44.4444466,51.63212,-0.210133553,0.00152487226,0.112674296,-0.211658418,false
19-04-2016,51.73,51.93,51.3,51.83,9306400,51.6359863,51.5098457,51.47997,51.63265,51.42859,51.4049377,50.996,51.20558,51.12101,51.2970924,51.2846642,50.93723,49.6166573,50.0184021,49.06766,49.06766,77.49088,62.4134026,0.226470947,0.135043681,4,7,1,2,10,4,4,4,4,6.4,5.80351543,5.66666651,5.37416172,6.428571,6.003146,6.5333333,6.25996971,6.4,6.15335,6.33333349,6.34233236,6.4666667,6.37193251,6.34444427,6.34209871,33.3333359,54.0280075,-0.12280035,0.02134519,0.09142727,-0.144145548,false
18-04-2016,51.09,51.73,50.94,51.55,7673100,51.4339828,51.3497658,51.47664,51.4352951,51.24716,51.2632523,50.92,51.11638,50.94501,51.17867,51.3336678,50.87566,49.5539932,49.9569931,49.03662,49.03662,67.87006,57.3875771,0.1857605,0.109155446,7,10,3,6,13,7,7,7,7,6.6,6.705273,6.66666651,6.748323,6.714286,6.67086124,6.733333,6.582823,6.2,6.631872,6.4,6.50387239,6.516667,6.452337,6.34444427,6.39473,62.5,60.92623,0.09227276,0.046332676,0.07660505,0.0459400825,true
17-04-2016,0,0,0,0,0,0,51.24965,0,51.32059,0,51.16767,0,51.0544319,0,51.0961533,0,50.829155,0,49.9029922,0,49.00806,0,53.8934135,0.159606934,0.08779059,6,9,3,3,6,6,6,6,6,6.8,6.55791,7,6.496646,6.428571,6.561148,6.733333,6.52322626,6.4,6.550066,6.33333349,6.469657,6.483333,6.433772,6.322222,6.38112831,50,60.40164,0.059987545,0.03229936,0.07181634,0.0276881866,false
16-04-2016,0,0,0,0,0,0,51.24965,0,51.32059,0,51.16767,0,51.0544319,0,51.0961533,0,50.829155,0,49.9029922,0,49.00806,0,53.8934135,0.159606934,0.0693317,7,10,3,2,4,7,7,7,7,6.8,6.836865,6.66666651,6.993292,6.714286,6.74819756,6.6,6.597973,6.5,6.67230272,6.33333349,6.502047,6.516667,6.44847631,6.33333349,6.389693,66.66667,63.8688545,0.119725704,0.07048358,0.0902752355,0.049242124,false
15-04-2016,51.93,51.99,51.03,51.06,10143300,51.3239861,51.24965,51.59997,51.32059,51.03002,51.16767,50.8293343,51.0544319,50.85501,51.0961533,51.3706665,50.829155,49.4789925,49.9029922,49.00806,49.00806,50.1806145,53.8934135,0.159606934,0.0524910837,8,10,5,2,10,8,8,8,8,6.4,6.755297,7,6.98658371,6,6.66426325,6.5333333,6.54054,6.8,6.599481,6.33333349,6.46770573,6.5,6.42978048,6.33333349,6.375978,77.77778,62.93625,0.0924134254,0.084255904,0.10711585,0.00815752149,false
14-04-2016,51.85,51.89,51.24,51.82,7921400,51.2239876,51.34447,51.51997,51.58118,50.9671631,51.20356,50.8159981,51.0536346,50.8370132,51.104187,51.4146652,50.8132362,49.39349,49.8637733,48.9844742,48.9844742,77.61737,55.131012,0.1737976,0.0436986275,5,9,2,3,13,5,5,5,5,6.4,6.13294554,6.33333349,5.973167,6.142857,6.21901751,6.4666667,6.332046,6.6,6.28825474,6.3,6.36203051,6.5,6.37655258,6.3,6.33948326,44.4444466,57.9890747,-0.0456089973,0.100608826,0.130098984,-0.146217823,true
13-04-2016,51.3,52.44,51.15,51.92,13813500,50.86599,51.10671,51.24664,51.34236,50.7171631,50.9980774,50.7606659,50.9441528,50.7690125,50.945118,51.4489975,50.7438049,49.29799,49.7974625,48.9515076,48.9515076,81.2274246,47.63556,0.1119957,0.03679742,8,10,5,2,10,8,8,8,8,5.8,6.69941854,6.33333349,6.946334,6.428571,6.62535667,6.5333333,6.52233839,6.8,6.57453346,6.4,6.45596361,6.483333,6.42321539,6.33333349,6.369584,77.77778,62.50395,0.084342,0.0973914,0.07519828,-0.0130493939,true
12-04-2016,51.05,51.1,50.2,50.82,6116900,50.6059875,50.70006,50.7933044,50.76472,50.5357323,50.690773,50.767334,50.8047447,50.6760139,50.7284775,51.45533,50.66269,49.1963272,49.7255135,48.916584,48.916584,43.39626,36.43827,0.0213050842,0.0472310372,6,10,2,3,12,6,6,6,6,6,6.04912758,6.33333349,5.892668,6.714286,6.167142,6.33333349,6.311244,6.7,6.25776339,6.366667,6.34947824,6.4333334,6.36976528,6.3,6.33294535,55.5555573,57.41267,-0.0564746857,0.08055507,-0.0259259529,-0.137029752,false
11-04-2016,50.86,51.58,50.86,51,8637200,50.455986,50.64009,50.5299721,50.7094421,50.5443039,50.6476974,50.86,50.8025665,50.6630135,50.70814,51.4543343,50.65184,49.144825,49.68841,48.89393,48.89393,49.62693,34.11894,0.0172424316,0.07420773,5,9,2,3,7,5,5,5,5,6.2,6.07369137,5,5.785335,6.714286,6.22285557,6.33333349,6.35570765,6.5,6.315044,6.4,6.37358,6.4333334,6.3823,6.311111,6.3404274,44.4444466,58.0317078,-0.03175068,0.06920719,-0.0569653,-0.10095787,false
10-04-2016,0,0,0,0,0,0,50.4601364,0,50.4188843,0,50.5302658,0,50.77436,0,50.6432838,0,50.62783,0,49.64395,0,48.86855,0,28.94961,-0.00652313232,0.101635829,8,10,3,2,4,8,8,8,8,7.2,6.610537,6.33333349,6.57067,7,6.630474,6.4,6.5493803,6.6,6.607276,6.366667,6.4683094,6.4666667,6.42915773,6.33333349,6.370549,77.77778,62.5607948,0.102087021,0.0424034856,-0.108158961,0.0596835352,false
09-04-2016,0,0,0,0,0,0,50.4601364,0,50.4188843,0,50.5302658,0,50.77436,0,50.6432838,0,50.62783,0,49.64395,0,48.86855,0,28.94961,-0.00652313232,0.131704539,2,2,2,1,1,2,2,2,2,6.8,5.915806,6,5.14134026,6.857143,6.17396545,6.133333,6.342149,6.5,6.297782,6.4,6.36267567,6.45,6.375909,6.311111,6.3339324,11.1111116,57.48847,-0.0340271,0.01888858,-0.138227671,-0.0529156774,true
08-04-2016,50.37,51.15,50.25,50.56,5584800,50.3859863,50.4601364,50.4033051,50.4188843,50.5643,50.5302658,50.8993378,50.77436,50.5820122,50.6432838,51.475,50.62783,49.06316,49.64395,48.86855,48.86855,33.2090721,28.94961,-0.00652313232,0.166998118,9,10,6,1,6,9,9,9,9,7.8,7.873709,8.666667,8.28268051,7.142857,7.56528759,6.4666667,6.96245575,6.9,7.252845,6.5,6.66355,6.516667,6.524245,6.34444427,6.431324,88.88889,72.9475861,0.403645515,0.0112265479,-0.17352125,0.392418981,true
07-04-2016,50.4,50.45,49.77,50.03,7532200,50.44999,50.4102058,50.23997,50.2777634,50.62573,50.5203552,50.9540024,50.804985,50.6120148,50.6617928,51.5109978,50.6325073,48.9958267,49.6129,48.84792,48.84792,13.4328575,27.529789,0.008041382,0.2055164,7,10,4,2,8,7,7,7,7,7.4,7.31056356,7.66666651,7.56536055,6.714286,7.08705044,6.5333333,6.671378,6.5,6.864588,6.366667,6.50241566,6.483333,6.440321,6.311111,6.373601,66.66667,67.63382,0.243676662,-0.0552819036,-0.197475016,0.29895857,false
06-04-2016,50.14,50.73,49.73,50.62,7631600,50.67199,50.60031,50.4466362,50.5255241,50.7200127,50.6838074,51.0386734,50.9157,50.7080154,50.8021927,51.5606651,50.67406,48.9298248,49.5987625,48.83333,48.83333,35.4477844,32.2287674,0.08047485,0.2476794,10,10,9,1,6,10,10,10,10,6.8,7.46584558,7.66666651,8.130721,6.714286,7.11606741,6.4666667,6.624432,6.4,6.834496,6.4,6.46809959,6.4666667,6.42134857,6.322222,6.35952473,100,67.9562,0.239589691,-0.105427422,-0.167204544,0.3450171,true
05-04-2016,50.44,50.53,50,50.07,6863300,50.74599,50.5904655,50.5333061,50.43105,50.65859,50.70508,51.1060066,50.957943,50.8480148,50.84268,51.554,50.6777878,48.8508224,49.5641441,48.8109932,48.8109932,14.9254274,31.1557617,0.111686707,0.291279256,6,10,2,1,4,6,6,6,6,6,6.198768,6.66666651,6.261442,6.142857,6.15475655,6.133333,6.142208,6,6.13105059,6.266667,6.22452,6.4,6.30003834,6.288889,6.277716,55.5555573,57.2749329,-0.07456589,-0.14527151,-0.17959255,0.07070562,false
04-04-2016,50.81,51.11,50.51,50.65,6289600,50.8699875,50.8507,50.8899727,50.7921,50.7714424,50.91677,51.2406731,51.0847931,51.06201,51.01439,51.5943375,50.7197037,48.78532,49.5469971,48.7950554,48.7950554,35.7665253,36.5658722,0.205898285,0.348410279,7,10,3,8,5,7,7,7,7,6.2,6.29815245,6,6.52288437,6,6.20634174,6.133333,6.16252375,5.8,6.160173,6.33333349,6.24000454,6.383333,6.31020927,6.3,6.283957,66.66667,57.8480568,-0.0671849251,-0.148761481,-0.142512,0.081576556,false
03-04-2016,0,0,0,0,0,0,50.95105,0,50.9341965,0,51.0056953,0,51.146904,0,51.0953636,0,50.72451,0,49.5096054,0,48.7712746,0,36.83232,0.2640953,0.395073354,7,10,3,9,9,7,7,7,7,6,5.947229,5.66666651,6.045769,5.857143,5.941789,6.0666666,6.04288435,5.8,5.9735446,6.2,6.187591,6.33333349,6.28682661,6.3,6.267866,66.66667,54.90852,-0.158605576,-0.1510522,-0.130978048,-0.007553369,false
02-04-2016,0,0,0,0,0,0,50.95105,0,50.9341965,0,51.0056953,0,51.146904,0,51.0953636,0,50.72451,0,49.5096054,0,48.7712746,0,36.83232,0.2640953,0.4352701,4,6,1,8,15,4,4,4,4,5.6,5.4208436,5.66666651,5.09153843,5.714286,5.589052,5.9333334,5.90615368,6.1,5.74544334,6.16666651,6.13156271,6.3166666,6.26265144,6.3,6.251414,33.3333359,50.9891357,-0.272984028,-0.117839493,-0.1711748,-0.155144542,true
01-04-2016,51.08,51.11,50.01,50.88,9379800,50.77799,50.95105,51.00331,50.9341965,50.82001,51.0056953,51.3453369,51.146904,51.1560135,51.0953636,51.5533371,50.72451,48.75182,49.5096054,48.7712746,48.7712746,40.74082,36.83232,0.2640953,0.475466847,6,10,2,8,30,6,6,6,6,6,6.13126564,6.33333349,6.18307734,5.714286,6.11873627,6.0666666,6.178461,6.3,6.13331938,6.3,6.278567,6.366667,6.33935165,6.33333349,6.302007,55.5555573,56.8744049,-0.109547138,-0.0737340152,-0.211371541,-0.035813123,false
31-03-2016,50.87,51.43,50.83,51.14,7315800,50.7739868,50.9865723,50.9399757,50.98839,50.98287,51.0475922,51.4213371,51.18503,51.2060127,51.1432228,51.4933357,50.7137871,48.72282,49.46315,48.74389,48.74389,49.49497,35.5294876,0.31111908,0.5287688,7,10,3,10,33,7,7,7,7,6,6.19689846,6,6.36615467,5.857143,6.1583147,6.133333,6.20395565,6.2,6.16294575,6.3,6.297778,6.4,6.350855,6.34444427,6.308794,66.66667,57.3140221,-0.102985382,-0.0842457339,-0.2176497,-0.0187396482,true
30-03-2016,51.17,51.65,50.73,50.99,7142800,50.743988,50.90986,50.62331,50.8367844,51.13572,51.01679,51.475338,51.1914635,51.2220078,51.14394,51.4023361,50.6843948,48.705822,49.4063072,48.7123642,48.7123642,44.4445419,30.8743248,0.3401413,0.5909,6,10,2,9,27,6,6,6,6,5.4,5.79534769,5.66666651,5.73231,6.285714,5.877753,6.133333,6.090235,6.1,5.97693348,6.266667,6.249349,6.383333,6.32885,6.34444427,6.29326153,55.5555573,54.1964722,-0.194930553,-0.096437186,-0.2507587,-0.09849337,false
29-03-2016,50,50.94,49.67,50.69,10462600,50.94999,50.86979,50.5799751,50.6835632,51.2214355,51.02572,51.57334,51.2202454,51.28601,51.17815,51.260334,50.66332,48.6891556,49.352623,48.6819954,48.6819954,28.8135643,26.3509178,0.3875084,0.654686,5,8,1,7,22,5,5,5,5,5.6,5.6930213,5.66666651,5.46461964,6.285714,5.83700371,6.266667,6.103126,6.1,5.97180748,6.366667,6.266546,6.383333,6.33999729,6.34444427,6.299852,44.4444466,53.7434425,-0.207633018,-0.08796898,-0.267177582,-0.119664036,false
28-03-2016,50.43,50.61,49.95,50.19,9065200,51.2539864,50.9596863,50.6799774,50.67713,51.3200073,51.1376266,51.7473373,51.2959938,51.4260139,51.28663,51.0560074,50.66148,48.68449,49.30729,48.65486,48.65486,6.72263,25.5300369,0.4728737,0.7158097,6,8,4,5,6,6,6,6,6,6.6,6.039532,5.33333349,5.92923927,6.285714,6.116005,6.4,6.26071548,6.1,6.18776464,6.4666667,6.35389376,6.4,6.385421,6.366667,6.329062,55.5555573,56.84311,-0.119007111,-0.0758809,-0.242936015,-0.04312621,false
27-03-2016,0,0,0,0,0,0,51.34453,0,51.1642647,0,51.4535027,0,51.4539948,0,51.530323,0,50.6939964,0,49.2773666,0,48.63383,0,31.7991714,0.625865936,0.7674484,6,9,3,3,5,6,6,6,6,6.6,6.059298,5.66666651,5.85847855,6.285714,6.15467358,6.4666667,6.29796028,6.1,6.22949028,6.5,6.3783,6.383333,6.398486,6.37777758,6.336457,55.5555573,57.2722931,-0.105975628,-0.0706616,-0.141582489,-0.03531403,false
26-03-2016,0,0,0,0,0,0,51.34453,0,51.1642647,0,51.4535027,0,51.4539948,0,51.530323,0,50.6939964,0,49.2773666,0,48.63383,0,31.7991714,0.625865936,0.802088,4,6,1,2,4,4,4,4,4,6.4,6.0889473,7,5.71695757,6.285714,6.206231,6.33333349,6.340526,6.2,6.280488,6.5,6.40439,6.366667,6.411994,6.37777758,6.34401751,33.3333359,57.8445358,-0.08780146,-0.0516590029,-0.176222086,-0.0361424536,true
25-03-2016,0,0,0,0,0,0,51.34453,0,51.1642647,0,51.4535027,0,51.4539948,0,51.530323,0,50.6939964,0,49.2773666,0,48.63383,0,31.7991714,0.625865936,0.8455459,7,9,5,1,4,7,7,7,7,6.8,7.133421,7.66666651,7.433915,6.428571,6.941642,6.66666651,6.674887,6.5,6.78726339,6.6,6.57021,6.41666651,6.49375629,6.422222,6.39669228,66.66667,66.01494,0.140308857,-0.0266533419,-0.219679952,0.1669622,false
24-03-2016,50.63,50.9,50.13,50.86,7527300,51.5339851,51.34453,51.289978,51.1642647,51.4785767,51.4535027,51.9120026,51.4539948,51.6290169,51.530323,50.81634,50.6939964,48.6959877,49.2773666,48.63383,48.63383,21.5339146,31.7991714,0.625865936,0.9009912,10,10,10,1,3,10,10,10,10,6.6,7.20013142,7,7.86783,6.285714,6.922189,6.5333333,6.62844229,6.6,6.739989,6.6,6.54056931,6.383333,6.4765954,6.4333334,6.383135,100,65.7977,0.123965263,-0.0282887351,-0.275125265,0.152254,true
23-03-2016,52.12,52.16,50.81,50.99,9194600,51.63799,51.586792,51.73998,51.46853,51.58858,51.6513367,52.01334,51.53885,51.7450142,51.6792831,50.5530052,50.68255,48.6746559,49.2237167,48.6029129,48.6029129,6.64208031,35.2209244,0.743812561,0.970824361,6,10,2,1,4,6,6,6,6,5.6,5.80019665,5.66666651,5.7356596,5.857143,5.896252,6.2,6.146791,6.3,6.015542,6.4666667,6.30198765,6.35,6.357158,6.388889,6.301857,55.5555573,54.39693,-0.204152584,-0.0299646053,-0.2270118,-0.174187973,false
22-03-2016,51.84,52.32,51.79,52.02,6623200,51.69999,51.88519,51.9399757,51.9470558,51.7457237,51.87178,52.1373367,51.6172562,51.8410149,51.8324547,50.3070068,50.6613464,48.6506538,49.16384,48.56929,48.56929,42.5287476,44.7472076,0.8703003,1.04015565,5,9,1,1,6,5,5,5,5,5.6,5.700295,5.66666651,5.47131968,6,5.86166954,6.33333349,6.16776133,6.4,6.018996,6.5333333,6.32281446,6.33333349,6.369265,6.4,6.30864048,44.4444466,54.0107231,-0.212708473,-0.009041574,-0.169855356,-0.2036669,false
21-03-2016,51.6,52.35,51.51,52.21,11796500,51.62199,51.8177834,51.7266426,51.87411,51.7742958,51.8223724,52.1433334,51.55972,51.8850174,51.79078,50.0360069,50.567646,48.60099,49.0670242,48.5199966,48.5199966,49.8083878,45.4866943,0.9142151,1.10410476,6,10,1,1,2,6,6,6,6,6,6.050442,5.66666651,5.94263935,6.428571,6.1488924,6.4,6.334584,6.3,6.245439,6.633333,6.414043,6.366667,6.415681,6.4333334,6.338048,55.5555573,57.199482,-0.118716717,0.0064822305,-0.189889669,-0.125198945,true
20-03-2016,0,0,0,0,0,0,51.6216736,0,51.5382233,0,51.69316,0,51.4668236,0,51.69762,0,50.45438,0,48.9604836,0,48.46652,0,44.0461273,0.9376221,1.16317451,6,9,3,2,3,6,6,6,6,6.2,6.07566357,5.66666651,5.8852787,6.571429,6.19852352,6.5333333,6.382382,6.6,6.299981,6.6,6.442598,6.35,6.429772,6.4666667,6.34564447,55.5555573,57.7474556,-0.09884024,0.003575696,-0.22555244,-0.102415934,false
19-03-2016,0,0,0,0,0,0,51.6216736,0,51.5382233,0,51.69316,0,51.4668236,0,51.69762,0,50.45438,0,48.9604836,0,48.46652,0,44.0461273,0.9376221,1.21964347,5,5,5,1,1,5,5,5,5,6.6,6.11349535,6,5.770558,6.714286,6.264698,6.33333349,6.437008,6.5,6.36664343,6.633333,6.47312164,6.3166666,6.44434,6.4666667,6.35341167,44.4444466,58.47809,-0.0720334053,0.022440169,-0.2820214,-0.09447357,true
18-03-2016,51.69,51.87,51.23,51.59,28991500,51.5979919,51.6216736,51.4233131,51.5382233,51.7471542,51.69316,52.0486641,51.4668236,51.99401,51.69762,49.76301,50.45438,48.5486565,48.9604836,48.46652,48.46652,31.3167477,44.0461273,0.9376221,1.28337348,6,9,2,1,6,6,6,6,6,7,6.670243,6.66666651,6.54111576,6.571429,6.686264,6.4,6.642295,6.5,6.670342,6.633333,6.574716,6.3166666,6.493301,6.477778,6.3838253,55.5555573,63.1559677,0.06504774,0.0122523308,-0.3457514,0.05279541,false
17-03-2016,51.15,51.69,51.12,51.38,10190400,51.72399,51.6375122,51.43665,51.48645,51.798584,51.7275467,52.050663,51.4492264,52.1010132,51.7215347,49.5653458,50.37606,48.5014877,48.8713455,48.42058,48.42058,23.8434753,48.2892532,1.01698685,1.3561914,7,10,4,1,5,7,7,7,7,7.2,7.005364,7.33333349,7.082231,7,6.915019,6.5333333,6.734051,6.7,6.819307,6.7,6.61435175,6.33333349,6.510023,6.4666667,6.392451,66.66667,65.68944,0.13724947,-0.0009292497,-0.33920455,0.138178721,true
16-03-2016,51.63,51.63,50.91,51.3,21052300,51.8519974,51.7662659,51.6733131,51.5929031,51.95287,51.8433952,52.067997,51.4591141,52.20101,51.7974319,49.3436775,50.3068237,48.4356575,48.78631,48.3764153,48.3764153,20.9964371,56.4378433,1.12487411,1.43000793,7,10,4,4,14,7,7,7,7,6.6,7.00804567,7.33333349,7.164462,6.714286,6.886692,6.4666667,6.69605875,6.6,6.779153,6.66666651,6.587755,6.33333349,6.493414,6.45555544,6.378798,66.66667,65.36369,0.125590324,-0.006427076,-0.30513382,0.1320174,false
